equity
100000.0
100489.51148994299
100915.01434079639
101208.7249266808
100316.30512784421
100813.3481317738
101057.2218795179
102609.50456708869
101084.32107115892
99388.79979919994
98533.29653703731
96816.6477036791
98019.07615546286
97489.38935916798
96012.45100003654
94570.31207402603
96184.59630197768
96834.79627865537
96647.9532042298
94973.88542086976
96573.22147011351
96573.22147011351
97620.47522733103
96664.44295369732
97430.72488178435
98627.57865218188
99379.27265598955
99379.27265598955
100162.24984113693
99804.20746931671
97994.30207423563
98619.89492360565
96825.72892652622
98191.39492202764
98227.5376649408
97729.47471792599
98090.9809108668
97259.52060529338
97723.63688270938
99368.03542326945
100116.2212641642
97463.5748553556
99292.0115588737
99292.0115588737
98275.15802721253
98112.93357825693
98025.89080732511
99090.21780569505
100217.86538918075
99979.3172165473
102422.52620486851
102160.89089984765
103195.88855373737
104530.9906356088
104960.39961536847
105053.92836344747
106546.1990784799
107570.79479002606
107528.27698588542
110920.08153739611
110315.9404153366
110605.0747659826
109323.42739085646
108197.14146962784
106593.70421517572
106554.27252556002
106655.03166054482
107325.32743010153
107369.14041856343
107854.62024325659
107430.37616458634
106240.73886334861
105317.89301440887
105589.05844856563
103050.7333307173
102228.09252408409
103433.46780169172
106424.90852231282
109961.85423397819
110752.11879154448
111617.85236833055
110805.39872205639
110001.80329952337
110001.80329952337
110001.80329952337
109377.76151441546
107145.91479441107
108589.02802017664
109663.77314163098
109217.41442016036
111144.6318619907
111268.8181188436
111478.67504705545
115247.4602544978
118587.96558813757
118903.94421977393
122274.3993491373
124395.98772431236
124315.74523233934
127846.69763958041
128271.03837545397
127402.60634302048
127244.71070936423
127363.12941094434
120613.0578118571
120156.35214227386
118881.01911744157
117890.05916614074
118786.23513352413
120070.18584424797
120070.18584424797
125240.21214019555
123426.77669008356
124185.29183145237
126783.37822103692
126975.18677040742
125547.5034197336
125952.89018808385
124207.96547221186
125741.3995448881
126446.42235958615
125628.40821378147
126064.09179307726
126339.72723127808
125699.53466689828
124970.43131180604
126629.6816679115
126726.24792332477
127191.55202155343
126287.29377044509
127200.32099070796
127200.32099070796
128082.23171625636
127494.28031484807
127396.29387346804
127681.36618220054
130612.1597498689
131150.10687440966
129670.7605230391
127160.37357298174
125358.2721326732
126685.19079215845
127480.90673594845
127563.80016249417
126776.36340285058
125599.36817247473
125922.63221898674
126071.84988595489
127895.6134690182
128848.95251458841
128708.01512259668
128691.44441279718
128726.31320638132
132857.966126545
134235.17664470547
133206.63269670375
135098.12587170623
134700.12875043013
137563.82112727297
136884.3004989644
134952.51600809765
135292.2763222519
133394.4387510599
133499.89309767808
133173.99135564535
131103.63484333333
132867.27274250062
133079.02040951367
132760.12488403378
133523.54895191218
137234.41796892058
136548.2965451612
136548.2965451612
136548.2965451612
136548.2965451612
136646.8944902388
133817.12624498215
133491.7602477552
134734.09194855674
135335.53700635378
136898.66600399563
137247.13533564218
137018.136341959
137097.7913363651
137725.04099478715
137725.04099478715
137134.4955669779
136297.88954424812
136179.78526455726
136927.80707018016
138581.33907391707
138581.33907391707
138581.33907391707
138581.33907391707
138581.33907391707
138581.33907391707
139058.85045733384
138520.38202104985
139698.93051806156
140694.60785647164
138926.77890982968
138926.77890982968
138926.77890982968
138926.77890982968
138926.77890982968
138926.77890982968
138926.77890982968
134023.94244307702
134180.84278586556
135828.1886568051
135514.41191085917
132327.56820746994
130787.9507480306
132185.17741118095
132372.06601029285
132523.3650581235
133555.7119108704
135171.48302536595
134162.7362233504
133796.7345074673
132180.96339297178
132234.52275920173
132286.7562729277
132190.99305986875
132234.52275920173
129605.3331704369
129822.98166710182
129501.79030439965
126949.10881957362
127498.52568748344
127151.97249595536
127270.31050035097
127887.60811311119
128150.9944561859
127739.46271434575
127541.92546883012
128661.28979720305
127983.20189970959
127020.48161266166
127045.60014256957
128209.22779250982
128033.42874043263
126317.36704566532
125463.47521271289
125853.11940010969
126889.39098386766
126806.489257167
127282.33576449378
124771.80552594565
124345.18313798642
122975.05005592776
124140.07429472139
124420.04198522333
127186.75963784067
126799.74222544716
126149.24177456132
128652.45628545216
128652.45628545216
128652.45628545216
128652.45628545216
126868.65248960069
127833.36168544757
127642.24183404948
126149.66722988257
125640.01058959379
125127.2720268168
125523.07580236177
125073.3012803387
129274.19092370481
131046.30912896967
130374.46080520313
129393.93529838874
129675.38212674939
128749.32841207489
130546.96404928401
130546.96404928401
131827.81370288078
130165.4270512553
133054.16123931212
132154.83749480874
131373.61091160993
134159.60383526198
133396.44079772723
134582.5569302913
137883.44976197797
139078.75833104728
139078.75833104728
137177.91459799884
138682.7482128897
140524.2049305382
140326.19987145942
