entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,direction
2025-03-20,2025-03-27,1264.101318359375,1273.115234375,87.01976787927899,-784.3888793630028,-0.00713069109628316,SELL
2025-03-28,2025-04-07,1270.027587890625,1161.062744140625,85.99609603879422,9370.551167977206,0.08579722581536872,SELL
2025-04-08,2025-04-17,1177.4971923828125,1269.4300537109375,100.71188819411113,9258.732051442847,0.0780748029998164,BUY
2025-04-21,2025-04-28,1290.346435546875,1363.35498046875,99.07935893618863,-7233.639827723305,-0.05658057627828646,SELL
2025-04-29,2025-05-07,1394.1319580078125,1400.4068603515625,86.51480738179966,-542.8719676091345,-0.004500938600329279,SELL
2025-05-09,2025-05-16,1371.721435546875,1450.6064453125002,87.53248490017118,6905.000926159447,0.0575080389657799,BUY
2025-05-19,2025-05-26,1435.0684814453125,1429.0924072265625,88.48022823449223,-528.7644108212648,-0.004164312920266541,BUY
2025-05-27,2025-06-03,1416.44287109375,1399.908935546875,89.27040048000428,-1475.99104778011,-0.011672857327530487,BUY
2025-06-04,2025-06-11,1417.8372802734375,1443.13623046875,88.14158934211747,2229.889678901917,0.01784333826405909,BUY
2025-06-13,2025-06-20,1422.2198486328125,1460.367431640625,89.437874962149,3411.838759160934,0.026822564067351454,BUY
2025-06-23,2025-06-30,1451.0048828125,1494.630615234375,90.0149691410423,-3926.968957710447,-0.03006587568286795,SELL
2025-07-01,2025-07-08,1522.320068359375,1531.4833984375,83.21849880668577,-762.5585731717132,-0.006019318978038859,SELL
2025-07-09,2025-07-16,1512.9573974609375,1479.6901855468752,83.22946332151291,2768.812193810443,0.021988201366338334,SELL
2025-07-17,2025-07-24,1470.52685546875,1397.3192138671875,87.51383487775547,6406.681458909043,0.04978327415736083,SELL
2025-07-25,2025-08-01,1386.1636962890625,1388.15576171875,97.46188435996498,194.15045054568708,0.001437106912423485,BUY
2025-08-04,2025-08-11,1405.885009765625,1380.6856689453125,96.2328180345322,-2425.0035797512924,-0.01792418344691895,BUY
2025-08-12,2025-08-20,1374.9088134765625,1413.0,96.63715254434621,3681.0238026605743,0.02770451840156658,BUY
2025-08-26,2025-09-03,1384.9000244140625,1372.5999755859375,98.59794507761195,-1212.759538807414,-0.008881542791024955,BUY
2025-09-04,2025-09-11,1359.300048828125,1383.300048828125,99.56266618472411,2389.5039884333787,0.017656145911780698,BUY
2025-09-15,2025-09-22,1399.300048828125,1390.5999755859375,98.42423796820994,856.2980791299183,0.00621744653655488,SELL
2025-09-30,2025-10-08,1364.0,1367.4000244140625,101.59922219495387,345.43983591260377,0.0024926865205736806,BUY
2025-10-17,2025-10-27,1416.800048828125,1484.0999755859375,98.05672933505325,-6599.210702359728,-0.047501358299273176,SELL
2025-10-28,2025-11-04,1486.9000244140625,1473.0999755859377,88.99560564579035,1228.1437034004434,0.00928108722949474,SELL
2025-11-06,2025-11-13,1496.0999755859375,1510.9000244140625,89.2692427580344,-1321.189151668653,-0.009892419670903785,SELL
2025-11-14,2025-11-21,1518.9000244140625,1546.5999755859375,87.05939866596098,-2411.541092099919,-0.018236849513884663,SELL
2025-11-24,2025-12-01,1535.9000244140625,1566.0999755859375,84.5256719861233,-2552.671166750846,-0.019662706355770856,SELL
2025-12-02,2025-12-09,1546.300048828125,1529.4000244140623,82.30634836803098,1390.9792968520755,0.010929330582942513,SELL
2025-12-10,2025-12-17,1536.9000244140623,1544.4000244140627,83.71480756938287,-627.8610567704096,-0.0048799530749306895,SELL
2025-12-18,2025-12-26,1544.4000244140627,1559.1999511718752,82.90172670063758,-1226.939483265625,-0.009582962007157126,SELL
2025-12-29,2026-01-05,1545.5999755859375,1578.0999755859375,82.04353730601906,-2666.4149624456195,-0.021027433044361454,SELL
2026-01-06,2026-01-13,1507.5999755859375,1452.800048828125,82.34284711133245,4512.381990730771,0.03634911624120595,SELL
2026-01-19,2026-01-27,1413.5999755859375,1380.5,91.01051111162172,-3012.445695858373,-0.023415376455575808,BUY
2026-01-28,2026-02-04,1396.699951171875,1456.800048828125,89.95490440461309,5406.29853937588,0.04303007070761629,BUY
2026-02-05,2026-02-12,1443.4000244140625,1448.9000244140625,90.79001448830303,-499.34507968566663,-0.003810447489934527,SELL
2026-02-16,2026-02-23,1437.0999755859375,1428.0,90.84055825417235,826.6468623259017,0.006332179904343285,SELL
2026-02-24,2026-03-04,1428.800048828125,1345.0,91.94681300533276,7705.147419437364,0.058650648071335264,SELL
2026-03-06,2026-03-12,1404.800048828125,1392.199951171875,99.00252953939308,1247.4415404121282,0.008969317495938956,SELL
