Date,Open,High,Low,Close,Volume,SMA_10,SMA_30,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_Upper,BB_Lower,Price_Change,Volatility,Volume_SMA,Volume_Ratio
2021-05-03,15.08697327520045,15.208417054015928,14.7503221859339,14.799448013305664,203912000,15.15727186203003,14.41352965037028,15.076310127922014,14.714244550470639,0.362065577451375,0.4691333286531181,40.18518242214493,15.074692916870116,16.221297489762488,13.928088343977743,-0.011509497972932548,0.018037955908456874,220700000.0,0.9239329406434074
2021-05-04,14.600452500628666,14.60070173515506,13.975028897504052,14.315171241760254,405324000,15.075478267669677,14.452265453338622,14.959211837743283,14.68468356464024,0.2745282731030425,0.43021231754310296,39.42305738687494,15.099118900299072,16.15065092822378,14.047586872374364,-0.03272262391881198,0.020190419953251285,227819200.0,1.7791476749984199
2021-05-05,14.672016689244288,14.776254712767175,14.351325214062776,14.422146797180176,292024000,14.985504627227783,14.498407427469889,14.87658644688742,14.665236396680235,0.21135005020718367,0.3864398640759191,26.83360674965823,15.11482901573181,16.111993045592442,14.11766498587118,0.00747287989876444,0.01975692965577896,235344000.0,1.2408389421442654
2021-05-06,14.4588080917108,14.534617237657999,14.182255771749805,14.486488342285156,193380000,14.952861976623534,14.56091661453247,14.816571353871687,14.651995800058378,0.16457555381330913,0.3420670020233972,29.937942009267573,15.125103044509888,16.089799833513474,14.160406255506302,0.004461301497607817,0.017412846246279,226903200.0,0.8522577028442084
2021-05-07,14.77102236151806,14.933113264389581,14.634865165982426,14.775012016296387,229328000,14.907676029205323,14.636625862121582,14.810177609629333,14.661108112372304,0.14906949725702923,0.3034675010701236,41.41812862877481,15.145663785934449,16.058157389512875,14.233170182356023,0.019916743602315767,0.016002054385734845,227086000.0,1.0098729115841576
2021-05-10,14.750073658170713,14.768776709960429,14.214174766121413,14.22988510131836,268904000,14.786755752563476,14.684056377410888,14.720901839119954,14.62916566710905,0.09173617201090423,0.26112123525827974,37.27340720899064,15.098619937896729,16.098495713515927,14.098744162277528,-0.036895192665614696,0.018009939623125776,234196800.0,1.1481967302712932
2021-05-11,13.790242830465013,14.318660873982997,13.715431575761658,14.270282745361328,285584000,14.679476261138916,14.72920929590861,14.651575824695549,14.602581746979588,0.048994077715960316,0.21869580374981587,34.536122810909774,15.030130052566529,16.061017832469094,13.999242272663965,0.0028389297422524162,0.018332952910061456,246298000.0,1.1595059643196453
2021-05-12,13.974277782332045,14.224397903406471,13.674783549250568,13.723909378051758,303408000,14.5280330657959,14.75869337717692,14.508857909827274,14.537494904836786,-0.02863699500951178,0.16922924399795033,34.160329115265526,14.95439591407776,16.13279880119956,13.775993026955957,-0.038287494162452584,0.02081775723278815,255697200.0,1.1865910146845566
2021-05-13,13.998468968249746,14.045351693819338,13.425163933425056,13.630895614624023,285404000,14.362500476837159,14.769233544667562,14.373786787488312,14.470339401858062,-0.0965526143697506,0.11607287232441015,24.395937626222448,14.83110671043396,16.022200391819062,13.64001302904886,-0.0067774976404674225,0.020341440841924175,266918000.0,1.0692572250653758
2021-05-14,13.85507926247416,14.291977805422704,13.713934538144024,14.207191467285156,258616000,14.286043071746827,14.783572451273601,14.348156738226287,14.45084696226007,-0.10269022403378258,0.07232025305277161,32.30402720145322,14.747841501235962,15.862807835686668,13.632875166785256,0.042278649103793864,0.026038496766067773,272588400.0,0.9487417659739006
2021-05-17,14.121407897860808,14.13362704722991,13.818671694394718,14.129886627197266,216980000,14.219086933135987,14.789490922292073,14.314576721144899,14.427072122625788,-0.11249540148088855,0.035357122146039574,32.47856655476255,14.688179397583008,15.80122961026773,13.575129184898286,-0.005441247150494211,0.025938445427391314,273895200.0,0.7922008125735683
2021-05-18,14.231132182866967,14.368037075620663,13.96879289213659,13.980513572692871,186256000,14.185621166229248,14.79461965560913,14.263182390613817,14.393993711519647,-0.13081132090582948,0.002123433535665766,32.06514230638271,14.630549716949464,15.76573718279192,13.495362251107007,-0.010571426257368621,0.024125443860178657,251988400.0,0.7391451352522577
2021-05-19,13.532392615609274,14.04410338609354,13.509201440576488,14.030387878417969,344000000,14.146445274353027,14.792034435272218,14.227367850275995,14.367059946104707,-0.13969209582871223,-0.026239672337209835,32.103752914785645,14.565974950790405,15.682354862009026,13.449595039571784,0.0035674158510539122,0.0239844493140467,257186000.0,1.3375533660463634
2021-05-20,14.266541704450896,14.646833580285021,14.234622566942482,14.575762748718262,321592000,14.155372714996338,14.801859601338704,14.28096706542096,14.38251941296497,-0.10155234754400944,-0.04130220737856975,44.70523609598332,14.554117345809937,15.664475176837914,13.44375951478196,0.03887097598628819,0.027327964959912233,270007200.0,1.1910497201556107
2021-05-21,15.125626149353618,15.183730127808582,14.832116394533218,14.954058647155762,672992000,14.173277378082275,14.821534983317058,14.384519616457082,14.424855652534658,-0.04033603607757641,-0.041108973118371084,51.95930491271043,14.5404767036438,15.622373916328787,13.458579490958812,0.025953763446840306,0.027855112149583628,314373600.0,2.140739553194034
2021-05-24,15.174252706728867,15.705414174003659,15.137844497008365,15.572749137878418,554816000,14.307563781738281,14.83493455251058,14.56732415821421,14.509884799597158,0.05743935861705296,-0.021399306771286278,65.41163820810397,14.547159767150879,15.653797499617546,13.44052203468421,0.04137274738054675,0.02682830084494066,342964800.0,1.6177053738459457
2021-05-25,15.726360560876719,15.77872833588339,15.443573624564127,15.608407974243164,435408000,14.441376304626464,14.833878803253175,14.727490899141742,14.591256886607972,0.13623401253376954,0.010127357089724887,64.79628602675615,14.560426282882691,15.712661277518105,13.408191288247277,0.0022898228212007155,0.02684373488966886,357947200.0,1.2164028661210369
2021-05-26,15.69469328900032,15.754043443944218,15.547065605147322,15.660529136657715,370440000,14.635038280487061,14.847943369547526,14.871035243374969,14.670462238463509,0.20057300491146002,0.04821648665407192,64.6886390943443,14.58153567314148,15.799649952822332,13.363421393460627,0.0033393003630197704,0.0212937846704948,364650400.0,1.0158771250490881
2021-05-27,15.660280028278496,15.710403750659239,15.421132862507694,15.44906234741211,581476000,14.81685495376587,14.826356124877929,14.959962490149913,14.728136320607849,0.2318261695420638,0.08493842323167031,58.59896757835929,14.589677715301514,15.82960606172625,13.349749368876777,-0.013503170129201436,0.022096103632676795,394257600.0,1.4748631351684787
