Date,Open,High,Low,Close,Volume,SMA_10,SMA_30,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_Upper,BB_Lower,Price_Change,Volatility,Volume_SMA,Volume_Ratio
2021-05-06,12.5,13.350000381469727,12.5,13.350000381469727,3437092,12.970000076293946,12.858333428700766,12.912159821051764,12.883513742907082,0.028646078144682008,-0.14241888360574134,63.94558061448549,12.502500104904176,14.188190439031555,10.816809770776796,0.04705885344860605,0.043423000127501964,3975911.4,0.8644790223444114
2021-05-07,13.75,13.899999618530273,12.949999809265137,13.449999809265137,3144171,13.105000019073486,12.848333422342936,12.994904434623052,12.92547567374842,0.0694287608746329,-0.1000493547096665,61.59420099560853,12.517500114440917,14.232534046964261,10.802466181917573,0.007490593628312725,0.04194762980956499,4258280.4,0.7383663602800792
2021-05-10,13.75,13.75,13.25,13.300000190734863,2018928,13.165000057220459,12.82166674931844,13.041842243255639,12.95321823056223,0.08862401269340836,-0.06231468122905153,65.38461989905134,12.530000114440918,14.264904731218559,10.795095497663278,-0.011152388152968262,0.04016744277131349,4411032.8,0.4576996117553241
2021-05-11,13.199999809265137,13.449999809265137,12.800000190734863,13.300000190734863,2542304,13.285000038146972,12.81000010172526,13.081558850560134,12.978905783167612,0.10265306739252189,-0.02932113150473685,68.54839491174587,12.547500133514404,14.307127606035465,10.787872660993344,0.0,0.03583928467101808,4026253.4,0.6314316927990673
2021-05-12,13.350000381469727,13.449999809265137,13.0,13.100000381469727,2442166,13.325000095367432,12.805000114440919,13.08439600916161,12.987875753412212,0.09652025574939849,-0.004152854053909784,63.24787049325524,12.585000133514404,14.358815371722686,10.811184895306122,-0.01503757942834183,0.033684584933581736,3767529.5,0.6482141679315317
2021-05-14,13.149999618530273,13.25,12.800000190734863,12.899999618530273,2353061,13.285000038146972,12.80666675567627,13.056027333679866,12.981366410087624,0.07466092359224241,0.011609901475320655,57.27272285902642,12.637500095367432,14.381625422336901,10.893374768397964,-0.015267233367592836,0.030320085421016083,3380706.9,0.6960263251451938
2021-05-17,13.0,13.050000190734863,12.550000190734863,12.800000190734863,2089711,13.170000076293945,12.785000101725261,13.016638542457558,12.967931875320753,0.04870666713680549,0.019029254607617625,51.00000419616859,12.712500095367432,14.339533092667471,11.085467098067392,-0.007751893856784764,0.024326202902555265,2755367.7,0.758414566593054
2021-05-18,12.899999618530273,13.0,12.75,12.850000381469727,1626875,13.085000133514404,12.743333435058593,12.991001902305584,12.959196209109566,0.031805693196018225,0.021584542325297745,58.42696845930338,12.762500095367432,14.338596094991324,11.18640409574354,0.003906264842953311,0.024346397528506522,2539602.9,0.6406021193313333
2021-05-19,12.850000381469727,12.899999618530273,12.600000381469727,12.699999809265137,2155414,13.050000095367432,12.698333422342936,12.946232349530131,12.939996475787755,0.006235873742376441,0.018514808608713487,50.0,12.832500076293945,14.251645387518677,11.413354765069213,-0.011673195933978087,0.019803847120276188,2418654.3,0.8911624947806721
2021-05-20,12.699999809265137,12.800000190734863,12.5,12.550000190734863,1153502,13.030000114440918,12.668333435058594,12.88527355586932,12.911107862080135,-0.025834306210814617,0.009644985644807867,39.436617448106674,12.910000085830688,14.049528921467093,11.770471250194284,-0.01181099376244421,0.018812172906382926,2296322.4,0.5023258058189042
